discharge_number,average_voltage_V,minimum_voltage_V_x,maximum_voltage_V_x,average_current_A,maximum_current_A,average_temperature_C,maximum_temperature_C_x,capacity_Ah,SOH_percent,capacity_loss_percent,energy_Wh,average_power_W,maximum_power_W,minimum_power_W,minimum_voltage_V_y,maximum_voltage_V_y,maximum_temperature_C_y
18,3.5591189041401865,2.4942396831720126,4.188779799856791,-1.9133470605822436,-0.00044812397487015555,31.96500864547673,38.4787542519308,1.8030683142834096,97.12257104811376,2.8774289518862397,6.4472058652048485,6.829234822297298,8.028879112577618,0.0013673661151607504,2.4942396831720126,4.188779799856791,38.4787542519308
19,3.557886771846508,2.4556793246645583,4.189272591516219,-1.9131602105481538,0.002337558709004184,31.966241678512723,38.54659017774874,1.8027776247196041,97.1069130069902,2.8930869930098044,6.444197257048334,6.826892465220932,8.029650030672132,0.0003182575429822531,2.4556793246645583,4.189272591516219,38.54659017774874
20,3.5520375235511916,2.632142800798914,4.187614060563439,-1.8553455745575975,0.005955165804640151,32.37143341978575,38.44749852224995,1.8470259949329193,99.49035873989017,0.5096412601098294,6.611240878678175,6.629801301147041,8.024513679928061,0.00011542679881491737,2.632142800798914,4.187614060563439,38.44749852224995
21,3.5525668436897124,2.5027764692056795,4.1876287811083985,-1.8746995273150973,0.0016182635202416972,32.70024990461686,38.992275791716615,1.847417311283644,99.5114370594272,0.48856294057280264,6.611161010084513,6.697785341423938,8.010194948624521,0.00012551518260974493,2.5027764692056795,4.1876287811083985,38.992275791716615
22,3.556794038327039,2.617507742871704,4.187447226312926,-1.8738272127883846,0.002519215784369448,32.32266411829938,38.51424197364312,1.8361774213478947,98.90599854098058,1.0940014590194223,6.574821168404174,6.697809763320808,8.021340956304742,0.001288657245526844,2.617507742871704,4.187447226312926,38.51424197364312
23,3.5614100044534203,2.694074478000972,4.187344026387161,-1.883193546754683,0.0037933120349866447,31.98795810666763,38.165816144899125,1.8257807475776242,98.34597999985365,1.6540200001463372,6.539641286548478,6.733348350966108,8.021840241755182,0.000455852644969092,2.694074478000972,4.187344026387161,38.165816144899125
24,3.5566107947817995,2.6237674644021887,4.187438187636325,-1.873239184822504,0.00343888873867598,31.89445652469139,38.16526203587147,1.8251136435078368,98.31004632950896,1.689953670491027,6.532620983797102,6.693232702740048,8.021456188236606,0.0007957629570880088,2.6237674644021887,4.187438187636325,38.16526203587147
25,3.5586742170266272,2.5010798299873738,4.18774138117799,-1.9139593751505897,0.0012614422239159216,31.78039681801023,38.27549578575718,1.8255815042203762,98.33524772367372,1.664752276326273,6.527920631813516,6.832255483079134,8.019597957764123,0.0008234295914810651,2.5010798299873738,4.18774138117799,38.27549578575718
26,3.564103182686904,2.6849988185249796,4.188261122540052,-1.9030532722310993,0.0031353992245556606,31.688747146342205,37.982160799183106,1.8140311275083907,97.71308478400267,2.286915215997326,6.495263190740645,6.802122377734491,8.02263926667749,0.00021839004992538956,2.6849988185249796,4.188261122540052,37.982160799183106
27,3.5595880635942723,2.547109116468133,4.187338767288234,-1.9134590742247917,0.0011043615738374486,31.596747992569153,38.11100191887773,1.8147691941158939,97.75284086310275,2.2471591368972623,6.489442748159886,6.830274585472465,8.018803173204809,0.0004963553105264998,2.547109116468133,4.187338767288234,38.11100191887773
28,3.556833231052199,2.471314764334132,4.187560306288175,-1.913620909902553,-3.060676830687782e-05,31.565586498787074,38.18831137948753,1.813969388710352,97.70975921350076,2.2902407864992473,6.482180288608384,6.826476707515011,8.023842079442435,9.796819946259619e-05,2.471314764334132,4.187560306288175,38.18831137948753
29,3.5624410850948953,2.6613903306108773,4.18805176248713,-1.9025819745719057,0.0037901043107805275,31.591246670452076,37.998541119085836,1.802765665167823,97.10626880376819,2.893731196231815,6.451556870936514,6.796596639594283,8.020222632894868,2.105766384274456e-05,2.6613903306108773,4.18805176248713,37.998541119085836
30,3.559140710685566,2.541762355407921,4.187667484260542,-1.913062163863896,0.0006901740069088986,31.603485399391182,38.194201649765226,1.804077040117352,97.17690623092355,2.8230937690764444,6.449409259843297,6.826858306685601,8.028773753027894,0.0012181462446915245,2.541762355407921,4.187667484260542,38.194201649765226
31,3.5573161327793144,2.628919415830567,4.2010701773378685,-1.9206181171184122,0.0008475435827522827,31.91556385491565,38.45796400011448,1.8518025516704486,99.74764875349146,0.2523512465085379,6.6214238417618985,6.857390836710793,8.06013253565991,0.00016368089732384991,2.628919415830567,4.2010701773378685,38.45796400011448
32,3.5618707827727376,2.6312552691827045,4.1996223345495824,-1.9298830859597569,0.0011650883880798665,32.081128118597164,38.49126351534004,1.8307038456739428,98.61116348782737,1.388836512172634,6.550749752385637,6.895459269597522,8.080186330056767,0.0005940865674766583,2.6312552691827045,4.1996223345495824,38.49126351534004
33,3.5617586337260088,2.654880745360911,4.199853323702163,-1.9293005284805402,0.0019472390588109682,31.84979263289625,38.31473393357882,1.8199041089501267,98.02943389447215,1.9705661055278485,6.510886361026922,6.891951048260934,8.062666591838973,0.0006425054900265975,2.654880745360911,4.199853323702163,38.31473393357882
34,3.5597307651083123,2.6749688422803803,4.199103467081427,-1.9233309877703135,0.0018372947715281892,31.465690433362017,37.861934640176806,1.8093079637028517,97.45867078945713,2.5413292105428655,6.469268383163047,6.866777796490053,8.061917143682537,0.0004951757502302108,2.6749688422803803,4.199103467081427,37.861934640176806
35,3.5575937553540915,2.6159705726789904,4.199998536865001,-1.9284469980320087,0.0074961910680886356,31.409348956650316,37.90665575786083,1.80460990458052,97.20560906279802,2.7943909372019857,6.448258261024923,6.880511822437924,8.065567061663153,0.0011021290318552319,2.6159705726789904,4.199998536865001,37.90665575786083
36,3.5597237883937995,2.658447162110498,4.19967522099872,-1.9231439161693828,0.001392374886299951,31.902247475518077,38.34003238560517,1.7993770651972192,96.92374130950105,3.076258690498943,6.434013039595092,6.866073409345635,8.068603074609106,0.0005388194253844032,2.658447162110498,4.19967522099872,38.34003238560517
37,3.559061771422033,2.6979426084271156,4.1991847248803165,-1.9170149640438081,0.0025753372180031702,31.649024294808623,38.0745950590744,1.7884432335370462,96.33478867036308,3.6652113296369158,6.393192582022831,6.842461082466424,8.068008961128665,0.00034341450325145445,2.6979426084271156,4.1991847248803165,38.0745950590744
38,3.557015527748059,2.6617272246516333,4.200012480335,-1.922048805055383,0.0011747056452339859,31.48874626238971,38.07252758016199,1.7829230484252723,96.03744299218224,3.9625570078177637,6.36913041109019,6.855631992287515,8.068017402699052,0.0002310290169913966,2.6617272246516333,4.200012480335,38.07252758016199
39,3.5562481933590964,2.699288287625812,4.1992373656547874,-1.9162302821549877,0.0023816748049826563,31.329995610092634,37.80133585100446,1.7730337158018288,95.50475246530081,4.495247534699183,6.332119975253013,6.833068359634159,8.06651768155854,0.0008994328164086122,2.699288287625812,4.1992373656547874,37.80133585100446
40,3.553275652609179,2.6127932408838532,4.1993957811187075,-1.9220800182578983,0.0021374370347549054,31.569551201845574,38.39873985476869,1.773037755078937,95.50497004162602,4.495029958373976,6.327977828305635,6.849170314749957,8.064192952577228,6.468253168682228e-05,2.6127932408838532,4.1993957811187075,38.39873985476869
41,3.5562664316402546,2.6637064901468075,4.1995786980260705,-1.9162417890311962,0.00151986195803867,32.111426258867944,38.74929237918251,1.7678721106662054,95.22672175646096,4.773278243539032,6.314847281055934,6.834364002753967,8.065768133485529,0.00043955788930603407,2.6637064901468075,4.1995786980260705,38.74929237918251
42,3.5563095420140822,2.6668454289754746,4.199546957512695,-1.9158809823517762,0.0018244735178706453,32.271676011112376,38.87275464755104,1.7623150704093087,94.92739086983165,5.072609130168349,6.2948122663658,6.832819135172621,8.062393181540374,0.0013209703555137637,2.6668454289754746,4.199546957512695,38.87275464755104
43,3.558950851054106,2.684431051981017,4.194091469340824,-1.9114406265753041,0.0005228307091433465,31.842291659678658,38.503541429116005,1.7676172924938447,95.21299593373234,4.787004066267656,6.312622563983889,6.813263728269927,8.026707983383412,0.00037501901210927114,2.684431051981017,4.194091469340824,38.503541429116005
44,3.5534418211598053,2.645224362345869,4.200715235801255,-1.9158166997544155,0.002427106886628309,31.759815453754253,38.27009094548294,1.762668359743147,94.94642085785509,5.0535791421449145,6.290405274839963,6.826369281103449,8.06792228667438,0.001200127096186111,2.645224362345869,4.200715235801255,38.27009094548294
45,3.5510121537420285,2.6603527244917,4.1990980807180325,-1.9151304155635374,0.0006158711833322257,31.41911167391793,38.11684755251712,1.7517304870664143,94.35725054869607,5.642749451303933,6.246148229446523,6.818122618876961,8.060078930528752,0.0009405400643898404,2.6603527244917,4.1990980807180325,38.11684755251712
46,3.551317608213948,2.6926849789916263,4.199398534411534,-1.9148485784393636,0.0008035192993614022,31.331626572312267,38.04152715355532,1.7418496047960008,93.82501520146927,6.174984798530739,6.210316132444617,6.816625129168319,8.071104232235502,0.0014041107558361435,2.6926849789916263,4.199398534411534,38.04152715355532
47,3.549003180550162,2.670544734728978,4.199122915612965,-1.9144128654409127,0.0014889451776809062,31.359341314251374,38.17980302242767,1.7360913511847138,93.51484592444021,6.485154075559793,6.1861677464656495,6.811013996308401,8.060918466069733,0.0002501163923183093,2.670544734728978,4.199122915612965,38.17980302242767
48,3.559764834095517,2.605158060541757,4.190409478081396,-1.9388813849818083,0.002493114712392233,34.31088483888259,40.71218198711114,1.7936240148573608,96.61385230754256,3.3861476924574383,6.412408120460117,6.921217051190698,8.064242931318287,1.9731401202101402e-05,2.605158060541757,4.190409478081396,40.71218198711114
49,3.5623454342368555,2.672012007453096,4.199933846791869,-1.927509725704535,0.002858970104521588,33.43585640373787,39.885261233152924,1.7831890223273275,96.05176972012408,3.9482302798759195,6.379642018495001,6.885599162448458,8.06854842380987,0.0013045810991065214,2.672012007453096,4.199933846791869,39.885261233152924
50,3.558336657621618,2.674271233724938,4.199365021329158,-1.92671859778394,0.0012369720338688353,32.66698125020078,39.18287352945846,1.7673642076278957,95.19936347583841,4.800636524161579,6.314810424724099,6.87354561138607,8.077304472630962,8.3317517929099e-05,2.674271233724938,4.199365021329158,39.18287352945846
51,3.554013138622869,2.6309416727017187,4.19902365945384,-1.9261308349663748,0.0027115029184951785,32.284234086913976,38.951564804030774,1.7570177850353066,94.64205172265511,5.357948277344879,6.270513450066385,6.863369123676514,8.060393367884938,0.001149848669258961,2.6309416727017187,4.19902365945384,38.951564804030774
52,3.552376095886298,2.6629725743154204,4.199432142144215,-1.9202346781375208,0.003127245831423531,32.00739178780946,38.607510759873634,1.7468706179837907,94.09547290193551,5.904527098064493,6.231290262218774,6.838935687560372,8.057102430734089,0.0007721956932653565,2.6629725743154204,4.199432142144215,38.607510759873634
53,3.549618661283733,2.612942119873717,4.199640922827531,-1.9201011498853628,0.0012894534058489268,32.063870718860564,38.920359903369054,1.7417172507457144,93.81788592880078,6.182114071199234,6.208654358182036,6.834046061848448,8.057600540020863,0.00040507901409225425,2.612942119873717,4.199640922827531,38.920359903369054
54,3.54938103086703,2.6157198442661476,4.199305653118061,-1.914427810545647,0.0010352326876111328,32.43754560319043,39.23273115358871,1.7364225056478186,93.53268361401415,6.467316385985851,6.190266778442878,6.814379695841215,8.060058418625795,0.0008614017036615299,2.6157198442661476,4.199305653118061,39.23273115358871
55,3.547211868041895,2.6287695472774453,4.198949734540481,-1.908340706503589,0.002141440621650397,32.16809876635083,38.964927068400804,1.7263217239235826,92.988603346571,7.011396653429008,6.150496704395597,6.7885541998782575,8.05537666595573,0.00010509901754955417,2.6287695472774453,4.198949734540481,38.964927068400804
56,3.5467052098640246,2.6655106679421823,4.19834220599025,-1.902207182631691,0.0017702200905978112,32.05752645824972,38.83927283461771,1.7158065389330133,92.42220117908766,7.577798820912335,6.111427878700762,6.764979844277629,8.05261922339197,5.4674375978175675e-05,2.6655106679421823,4.19834220599025,38.83927283461771
57,3.544629653883431,2.650495153350403,4.198995776266302,-1.9020484449938708,0.0014307662327893813,31.97592092807272,38.82796377704433,1.710533351135192,92.13816005181208,7.8618399481879235,6.08900370564263,6.760397925690198,8.0542255446486,0.000694044160090898,2.650495153350403,4.198995776266302,38.82796377704433
58,3.5436291614253195,2.643236235233877,4.19916986492694,-1.896490767906236,0.00490119980676573,32.21689335291319,39.14007944734004,1.706014499648521,91.89475137389712,8.105248626102881,6.072104140645199,6.739766111294675,8.058971955706332,0.0011433644400691378,2.643236235233877,4.19916986492694,39.14007944734004
59,3.5444946147995253,2.656450207001938,4.199246833083063,-1.895971437908019,0.001796424269077256,32.55632993697177,39.349611598028886,1.7003110272642588,91.58753289666399,8.412467103336011,6.052907268941263,6.739072575760917,8.059575296163013,0.00030556128262418554,2.656450207001938,4.199246833083063,39.349611598028886
60,3.5409201846556857,2.626177688152069,4.1992551886401595,-1.8899648799839273,0.004899013626111221,32.40048085325998,39.29444535878087,1.6945798601797895,91.27882263985312,8.721177360146886,6.027506290155278,6.71216869608281,8.0621284131877,0.0021614662934042275,2.626177688152069,4.1992551886401595,39.29444535878087
61,3.541195668799061,2.6582230344240045,4.199610827671791,-1.8893703824420507,0.002434406743192847,32.29371860868794,39.10487658009542,1.6849029086609286,90.75757205607074,9.24242794392925,5.992186732041017,6.709018129005614,8.062075214226926,7.786586893690488e-05,2.6582230344240045,4.199610827671791,39.10487658009542
62,3.540671044783382,2.695100237338448,4.1994453812630566,-1.877688324343142,0.0014513205321675263,32.13607144806779,39.0462609369598,1.6744741591159717,90.19582574806932,9.804174251930675,5.953447910182052,6.665573870323859,8.056911878240886,0.0007108343241465844,2.695100237338448,4.1994453812630566,39.0462609369598
63,3.5376048790268775,2.639091813583503,4.198991968341307,-1.8831065986697755,0.005933998461667336,32.38268549723498,39.398032192832,1.6745692479879102,90.2009477257823,9.799052274217704,5.950118755495468,6.680956433286482,8.056112807739302,9.813037889507765e-05,2.639091813583503,4.198991968341307,39.398032192832
64,3.538422485261741,2.6857210282450983,4.197785116892181,-1.876359921441716,0.0034449440902895195,32.308999514276366,39.10678394120843,1.663716375981405,89.6163559916933,10.383644008306707,5.911338927626321,6.6566865133627715,8.050009872426374,0.00032578776750526064,2.6857210282450983,4.197785116892181,39.10678394120843
65,3.53928626988912,2.69017866510873,4.201331130571617,-1.8709550260104437,0.0012286208011475699,32.56636929496716,39.44448954135193,1.659013868748246,89.3630546668135,10.636945333186496,5.89685591950186,6.63966822074087,8.064572760482147,0.0005875391948874287,2.69017866510873,4.201331130571617,39.44448954135193
66,3.533690170241391,2.639895313359579,4.199339974904826,-1.870559986828954,0.0006759557151863035,32.465429517518345,39.509602016775695,1.6538540573335014,89.08512057704355,10.91487942295645,5.870096594650038,6.628659592040798,8.056285783978495,0.00018944082925674877,2.639895313359579,4.199339974904826,39.509602016775695
67,3.534367734544494,2.68991452927918,4.198916244859707,-1.8640049795794804,0.0017286665299136564,32.347056454418095,39.334865362245324,1.642653782130131,88.48181591266643,11.51818408733357,5.829762731653808,6.604813070397566,8.0486213427312,0.0004732790410664965,2.68991452927918,4.198916244859707,39.334865362245324
68,3.5312941932103548,2.65935818848874,4.198537488587242,-1.8636932149873204,0.0008822013179447034,32.371538940646154,39.43723270017243,1.6378578430223698,88.22348186450748,11.776518135492518,5.808391755451784,6.598758737978308,8.05484898342312,0.00016730608053296703,2.65935818848874,4.198537488587242,39.43723270017243
69,3.5309134771684274,2.6657030585650423,4.198943932259475,-1.8578203963019067,0.0032196054196979183,32.45549347979197,39.51375235624076,1.6327350407099108,87.94754127611387,12.05245872388613,5.789430024450004,6.577382847105214,8.054558281104022,0.0008485536788327048,2.6657030585650423,4.198943932259475,39.51375235624076
70,3.5287226893409898,2.642986759012803,4.199579806494986,-1.8572160981955346,0.002329222708757339,32.50017194695606,39.60170302810528,1.6277528915533617,87.67917699307695,12.320823006923042,5.7687751891219845,6.571619061158509,8.046244462146612,2.985406086780481e-05,2.642986759012803,4.199579806494986,39.60170302810528
71,3.52625493581969,2.6311169118893036,4.198782234828033,-1.8568340008006832,0.0036382151418645234,32.50100298369444,39.687463597582074,1.622125485521159,87.37605584239753,12.623944157602457,5.744812143134751,6.5657651254602145,8.062270989072031,0.0003397570352005852,2.6311169118893036,4.198782234828033,39.687463597582074
72,3.528684324337005,2.696157404617167,4.19910517813207,-1.844888650021881,0.002409343074541808,32.4728927422438,39.53535075538898,1.6113256603765849,86.79432148624366,13.205678513756336,5.708751046256081,6.525664728344135,8.052208162432121,0.0001403893201139795,2.696157404617167,4.19910517813207,39.53535075538898
73,3.525556939424901,2.6667596238241567,4.198510853141954,-1.8444180038305806,0.0018183081167425818,32.50480154634882,39.6502371632164,1.6065631397488385,86.53778753000239,13.462212469997608,5.687433106523193,6.519063530444587,8.058489671382254,0.0002487822478308303,2.6667596238241567,4.198510853141954,39.6502371632164
74,3.522680564679373,2.6403185448373043,4.198732430468704,-1.8438790389835118,0.0023945547129780136,32.51218336210202,39.69929058154853,1.6015142233917594,86.26582682073705,13.734173179262957,5.665526443449772,6.512479799983173,8.052202844571731,0.0007306361869256762,2.6403185448373043,4.198732430468704,39.69929058154853
75,3.524673458789008,2.69892986372897,4.198799630396931,-1.83711254029409,0.003459179478904217,32.45692821941515,39.56076309770468,1.590369231400328,85.66549999565574,14.334500004344264,5.62737818695699,6.489733338139987,8.04141406412524,0.00022791427556149307,2.69892986372897,4.198799630396931,39.56076309770468
76,3.5213155754526824,2.6682466504352993,4.198753541225669,-1.8315957075983758,0.002911553978859486,32.447059186431154,39.63708096307912,1.5857889968242211,85.4187849075412,14.581215092458798,5.6065200687401715,6.465007198105227,8.046301941036175,7.414065335308742e-05,2.6682466504352993,4.198753541225669,39.63708096307912
77,3.5180338648646203,2.6479207279724903,4.200309982421394,-1.8311195242792309,0.001691287375631991,32.328896549662595,39.43977047692484,1.5849430707374117,85.37321895986369,14.626781040136304,5.598269430363256,6.457264899353971,8.047308674204032,0.0005573690034292093,2.6479207279724903,4.200309982421394,39.43977047692484
78,3.5236841955396794,2.6741633856529066,4.201124089732316,-1.8432799764914718,0.0031344620126884833,32.844884753601065,39.839022256254516,1.5955263892495937,85.94329115068511,14.056708849314894,5.646277397940907,6.51226991089165,8.054440596623627,0.0001544623932856326,2.6741633856529066,4.201124089732316,39.839022256254516
79,3.519146638240667,2.6892528956736257,4.198150316653697,-1.829798505957538,0.002214915830402201,32.31731555011648,39.41794949618613,1.5747301747801037,84.82309964083233,15.17690035916768,5.563177599625904,6.453508820746124,8.038361962340927,0.00036597212218095865,2.6892528956736257,4.198150316653697,39.41794949618613
80,3.516233648608237,2.688809122993162,4.198524048997099,-1.8236746835609148,0.0026959062866318295,32.06376130177751,39.262781682151214,1.5649019950937946,84.29370312695895,15.706296873041058,5.522846592484249,6.425341966575952,8.04359083918625,7.438884757342085e-05,2.688809122993162,4.198524048997099,39.262781682151214
81,3.514773138461639,2.6743555987897745,4.198840869468569,-1.8176720770210877,0.002592567167286657,32.21997626855924,39.47237839941986,1.5597659473370362,84.01704907053151,15.982950929468487,5.502999626339016,6.402120101978245,8.039623161591086,0.00012075870428560835,2.6743555987897745,4.198840869468569,39.47237839941986
82,3.5132992979150073,2.6430294964336345,4.198119631667182,-1.8179238657973993,0.0015197601976623138,32.7120225448885,40.037541469513684,1.5594815668184234,84.00173086716403,15.998269132835977,5.50157399112545,6.402425420905927,8.032637741978677,0.0006959089251249563,2.6430294964336345,4.198119631667182,40.037541469513684
83,3.514484830704665,2.6584858447131823,4.198320288264955,-1.8171606739096455,0.005375811737933425,32.94502214735569,40.142730162011574,1.55468935359061,83.74359751414073,16.25640248585927,5.486394938692131,6.401853094006837,8.03071629544453,0.0009543524884173546,2.6584858447131823,4.198320288264955,40.142730162011574
84,3.5109677353595243,2.629782173759164,4.1980467610750285,-1.8110297241968543,0.001299695920075446,32.857549597381336,40.1165626728546,1.5488741079890418,83.43035835418966,16.569641645810336,5.460410060075624,6.373858900517976,8.040463768121882,4.2418422441361344e-05,2.629782173759164,4.1980467610750285,40.1165626728546
85,3.5109358749578012,2.6622967647315545,4.199047008209673,-1.8094435644526072,0.003654247255878711,32.629663328789654,39.87503330866132,1.538236598942558,82.85736718133292,17.14263281866708,5.420822486326577,6.365999685728776,8.034489452831831,6.865878510313724e-05,2.6622967647315545,4.199047008209673,39.87503330866132
86,3.5093930982174153,2.682380966742509,4.197669918520713,-1.802653733144349,0.0013741929346254653,32.379859014262976,39.61961987024145,1.527914258251028,82.30135260370756,17.69864739629244,5.380457782613523,6.336976980484186,8.032972709463865,0.00013486402818035578,2.682380966742509,4.197669918520713,39.61961987024145
87,3.5066782411556563,2.6401894768922713,4.197600624105256,-1.8031542757366414,0.0020536118932937353,32.68215852457038,40.067324667444815,1.5285252629756445,82.33426447360578,17.665735526394215,5.380485141688906,6.336251018553236,8.028166478490261,7.84935131785483e-05,2.6401894768922713,4.197600624105256,40.067324667444815
88,3.5109885623008097,2.693769409137257,4.197985718630326,-1.7965666438696486,0.002233821019065787,32.99387423636739,40.24716716520102,1.522647325284378,82.01764839394087,17.98235160605912,5.365015925957814,6.319088969456484,8.039862822180563,7.270530567811376e-05,2.693769409137257,4.197985718630326,40.24716716520102
89,3.510305462695178,2.695787450704935,4.198164128530042,-1.7959771394311954,0.0029663849324865874,33.045397072111655,40.30253125568348,1.5174859938489869,81.73963242800902,18.260367571990983,5.345596017946124,6.31551669469223,8.037983537160118,0.001215034430145615,2.695787450704935,4.198164128530042,40.30253125568348
90,3.5222215314850214,2.6920548172137724,4.222920057935785,-1.8229169917572352,0.0015450426899526494,32.856295641052824,40.09418103142496,1.605818899130659,86.49769888680268,13.502301113197326,5.679568548293074,6.43619768202923,8.083225200736253,5.3288678237434546e-05,2.6920548172137724,4.222920057935785,40.09418103142496
91,3.516349215433127,2.629071246219689,4.200423045909808,-1.8294275689587538,0.0029495288044011506,33.33950238056361,40.52238496316615,1.5638491446744425,84.23699116610504,15.763008833894965,5.525941928043904,6.452853735527033,8.061002188961846,0.0004252206720884983,2.629071246219689,4.200423045909808,40.52238496316615
92,3.5134397623234963,2.631343871050918,4.198372063670128,-1.816317296828028,0.0016903309192767824,33.35156485472646,40.56886357314186,1.5480915247767786,83.38820438085877,16.61179561914124,5.464433733305601,6.399878357887169,8.044042580843179,0.00019570765118208822,2.631343871050918,4.198372063670128,40.56886357314186
93,3.515137522009075,2.6983970036642315,4.198353213898968,-1.8033689952639715,0.0017335297510131795,33.147486361012966,40.27804845768325,1.5323755631868592,82.54166152720488,17.45833847279512,5.408053847919241,6.352954362646654,8.049563110518722,0.00016973035414298698,2.6983970036642315,4.198353213898968,40.27804845768325
