discharge_number,energy_Wh,average_power_W,maximum_power_W,minimum_power_W,minimum_voltage_V,maximum_voltage_V,maximum_temperature_C
67,5.829762731653808,6.604813070397566,8.0486213427312,0.0004732790410664965,2.68991452927918,4.198916244859707,39.334865362245324
68,5.808391755451784,6.598758737978308,8.05484898342312,0.00016730608053296703,2.65935818848874,4.198537488587242,39.43723270017243
69,5.789430024450004,6.577382847105214,8.054558281104022,0.0008485536788327048,2.6657030585650423,4.198943932259475,39.51375235624076
70,5.7687751891219845,6.571619061158509,8.046244462146612,2.985406086780481e-05,2.642986759012803,4.199579806494986,39.60170302810528
71,5.744812143134751,6.5657651254602145,8.062270989072031,0.0003397570352005852,2.6311169118893036,4.198782234828033,39.687463597582074
72,5.708751046256081,6.525664728344135,8.052208162432121,0.0001403893201139795,2.696157404617167,4.19910517813207,39.53535075538898
73,5.687433106523193,6.519063530444587,8.058489671382254,0.0002487822478308303,2.6667596238241567,4.198510853141954,39.6502371632164
74,5.665526443449772,6.512479799983173,8.052202844571731,0.0007306361869256762,2.6403185448373043,4.198732430468704,39.69929058154853
75,5.62737818695699,6.489733338139987,8.04141406412524,0.00022791427556149307,2.69892986372897,4.198799630396931,39.56076309770468
76,5.6065200687401715,6.465007198105227,8.046301941036175,7.414065335308742e-05,2.6682466504352993,4.198753541225669,39.63708096307912
77,5.598269430363256,6.457264899353971,8.047308674204032,0.0005573690034292093,2.6479207279724903,4.200309982421394,39.43977047692484
78,5.646277397940907,6.51226991089165,8.054440596623627,0.0001544623932856326,2.6741633856529066,4.201124089732316,39.839022256254516
79,5.563177599625904,6.453508820746124,8.038361962340927,0.00036597212218095865,2.6892528956736257,4.198150316653697,39.41794949618613
80,5.522846592484249,6.425341966575952,8.04359083918625,7.438884757342085e-05,2.688809122993162,4.198524048997099,39.262781682151214
81,5.502999626339016,6.402120101978245,8.039623161591086,0.00012075870428560835,2.6743555987897745,4.198840869468569,39.47237839941986
82,5.50157399112545,6.402425420905927,8.032637741978677,0.0006959089251249563,2.6430294964336345,4.198119631667182,40.037541469513684
83,5.486394938692131,6.401853094006837,8.03071629544453,0.0009543524884173546,2.6584858447131823,4.198320288264955,40.142730162011574
84,5.460410060075624,6.373858900517976,8.040463768121882,4.2418422441361344e-05,2.629782173759164,4.1980467610750285,40.1165626728546
85,5.420822486326577,6.365999685728776,8.034489452831831,6.865878510313724e-05,2.6622967647315545,4.199047008209673,39.87503330866132
86,5.380457782613523,6.336976980484186,8.032972709463865,0.00013486402818035578,2.682380966742509,4.197669918520713,39.61961987024145
87,5.380485141688906,6.336251018553236,8.028166478490261,7.84935131785483e-05,2.6401894768922713,4.197600624105256,40.067324667444815
88,5.365015925957814,6.319088969456484,8.039862822180563,7.270530567811376e-05,2.693769409137257,4.197985718630326,40.24716716520102
89,5.345596017946124,6.31551669469223,8.037983537160118,0.001215034430145615,2.695787450704935,4.198164128530042,40.30253125568348
90,5.679568548293074,6.43619768202923,8.083225200736253,5.3288678237434546e-05,2.6920548172137724,4.222920057935785,40.09418103142496
91,5.525941928043904,6.452853735527033,8.061002188961846,0.0004252206720884983,2.629071246219689,4.200423045909808,40.52238496316615
92,5.464433733305601,6.399878357887169,8.044042580843179,0.00019570765118208822,2.631343871050918,4.198372063670128,40.56886357314186
93,5.408053847919241,6.352954362646654,8.049563110518722,0.00016973035414298698,2.6983970036642315,4.198353213898968,40.27804845768325
94,5.379735580805939,6.339734174286362,8.041147110250963,0.00024590019846689034,2.6338485871981514,4.197873789078739,40.2921849196155
95,5.343712443595246,6.314908645370295,8.042315984561625,0.00018278054189891607,2.671566207861818,4.197955644238241,40.184384347174266
96,5.322789812727109,6.309220835475288,8.035608933691933,0.0004213275931608656,2.6540810507928123,4.197918434710392,40.320066232195046
97,5.3022549626548106,6.28604544215455,8.031780039626119,0.0006262307271084329,2.656849703962618,4.197739340034368,40.336505612651585
98,5.281445667710866,6.2789556865986915,8.034888711729371,0.0003046802224203331,2.6363048614501152,4.19785490446139,40.43267631588412
99,5.24532040443018,6.256836849941627,8.03550171689954,0.0004459339862002142,2.69951692300468,4.197306756122815,40.314538591575015
100,5.226254316365284,6.232720369266864,8.029251318858504,0.0008814391983208428,2.698216006032282,4.197528212001444,40.386661855917744
101,5.204421249927886,6.226059793147269,8.028485208128899,2.9100709153966184e-05,2.6911707598773864,4.19743662221161,40.43384612547835
102,5.184214862199954,6.222339647217568,8.027280128227206,7.336732794585686e-05,2.690162319231471,4.197717228550219,40.44479269068758
103,5.217622076722036,6.2423056400711365,8.018582439400497,0.00015393516909709566,2.6355034454892072,4.192454851360723,40.58499656066617
104,5.268265429268696,6.284101221931817,8.050379325467052,0.0003430317518132481,2.6594753656507684,4.202845001527377,40.99869158762305
105,5.205237376265943,6.246251320647522,8.037025986206597,0.00014886916344664214,2.644554999824577,4.197952808231904,40.997807625227495
106,5.164275378558235,6.218722576595316,8.031018831097635,0.00022526909587968763,2.6719601666204564,4.198017952345714,40.84213757482493
107,5.10074321994847,6.200268579612117,8.017588346737574,3.029608092844924e-05,2.6598211033173382,4.192162800008929,40.69012464267011
108,5.103266358770504,6.165227138885534,8.022041225023328,4.120959867696094e-05,2.688360455508818,4.196993378341778,40.69938049882204
109,5.104470685434933,6.182382511415378,8.036193696135912,9.66119250230016e-05,2.6376728619288525,4.197603515102162,41.06026204078849
110,5.082670664301841,6.1575123527137885,8.026160549844523,8.24191007881587e-05,2.645120521151077,4.196406678544622,41.19696040482682
111,5.04523279959342,6.131163513873289,8.021442496241262,5.4515536312611037e-05,2.698012437629632,4.197098662004674,40.84446688602949
112,5.023804004912511,6.125928093504027,8.020161996053675,0.0007645673401740435,2.6928942772989077,4.196909312093871,40.764203830749366
113,5.02144565611644,6.123081947679328,8.031447880380588,0.0004745776556760474,2.6483923655058113,4.197105220217278,41.11212504270441
114,5.005302837423021,6.103295046776018,8.020571719278923,0.00014478533709880815,2.6832134764261997,4.196244829545076,41.27256611507568
115,4.984921553651983,6.096664110684113,8.02629360235549,0.0003744654030502947,2.684960445221862,4.1968026018066595,41.15574924454392
116,4.960907056314797,6.087155004684651,8.010464469544658,0.00021991019412709783,2.669922120529456,4.196227405416926,41.03237216951879
117,4.9397663764946245,6.080414183326559,8.012171841053341,0.0005053037226721294,2.664105530655056,4.196558172556389,40.937269906716935
118,4.939588757711991,6.0802805265456135,8.031117200711028,0.00026689786893899903,2.634098605983684,4.196870541112335,41.240704611971786
119,4.927526316326989,6.064540482365989,8.02080433939697,0.0002705841098823048,2.68378702970616,4.196795527524874,41.43649987692296
120,5.0220914614444885,6.1433031950570465,8.008861598476422,0.00031256025094704784,2.660031949282934,4.189287343772767,41.16703904201915
121,5.046349223778607,6.15386343781448,8.033273908011962,0.0008197081105035685,2.650011641082063,4.201144545237731,41.36216559728765
122,4.965911562249644,6.094085893182088,8.024988481985888,0.0002569734741892341,2.6936969083341418,4.196925753814179,41.02198772703674
123,4.92402835807867,6.061129406520744,8.028761461908323,0.00014477718254781702,2.697073130067154,4.196901090271507,40.78818812957494
124,4.89926583541915,6.052517811055075,8.019999670828087,0.0005157672853438472,2.6806995515145213,4.196688955833435,40.81506138506309
125,4.880795759144988,6.026894781999302,8.007541844862988,4.394313083048669e-06,2.6695398084864568,4.196339302740304,40.858374219876424
126,4.859842275843864,6.040304606526332,8.021254682365575,6.60569486059434e-05,2.671695307817951,4.196181412764837,40.839876773287166
127,4.839005937424471,6.013608956762099,8.020218298501113,3.9043389880530725e-05,2.661289185949965,4.195770804194879,40.85376069244676
128,4.816395070393216,5.987746452294148,8.015539171494739,6.241999211106744e-05,2.667817533540102,4.195456241846729,40.74795214258888
129,4.797910909259677,5.984059146496118,8.011337573639564,0.0002744726202346981,2.684008069130594,4.19654355365607,40.68794001196382
130,4.777249741229466,5.975506761997558,7.998668688078622,0.00016153723888899011,2.6585256208771644,4.194357133255019,40.7810749453613
131,4.775272397477444,5.973185762610534,7.995377458429831,2.942148335448025e-06,2.6372250579822927,4.195863681881766,40.88159339768709
132,4.753877212610102,5.948155061889452,8.006487763132956,1.0409089315054408e-06,2.6514257735606432,4.1955845546644195,40.81191473576834
133,4.79961220207709,5.984935797763461,7.987521515329929,0.00026146792923825864,2.676384659108382,4.188483624251573,41.11793533148924
134,4.846826814816758,6.023700040532128,8.020345756880953,4.29118207195567e-05,2.6949138502817815,4.200346502821317,41.248795355864885
135,4.782827602953771,5.965751184605691,8.007300658810516,0.0002204197600597596,2.6973343716306273,4.1981749992980655,41.16242984455477
136,4.755795379810914,5.950515046455351,8.002126630598596,7.857504085236509e-06,2.642540259937964,4.195715092938243,41.16437554618679
137,4.719067232143142,5.923790335932718,8.013621022649629,0.00014254036443409822,2.699226257883075,4.195755769877104,40.864216180205034
138,4.720665458231768,5.9244772420407665,8.003640107045824,0.00036348182970775245,2.676480329780849,4.195911764444989,41.25434553511566
139,4.719115955034918,5.922246881138538,8.00173412381611,9.929760774581896e-05,2.642142168479886,4.195824004004723,41.45023191903855
140,4.696913397382726,5.91415580319761,8.006984825226736,2.0737291643534943e-05,2.644725254926797,4.196258226051591,41.27708509224051
141,4.673992832132636,5.90419578370202,8.007845954622374,9.264790477722988e-06,2.632270655366611,4.196612664794988,41.064605154983276
142,4.65322664909048,5.878538937621237,8.002698294321723,0.0001230124815665727,2.6391006118876117,4.195850781215982,40.99284868101728
143,4.654886762982606,5.881211510835942,8.004752956161893,6.283879774158043e-05,2.637841830893275,4.1960023929619235,41.29040553417739
144,4.639183381608167,5.878519205473768,8.001674350891511,7.027868879185482e-05,2.668286095904868,4.196207586734141,41.22740227746052
145,4.615293273324765,5.848172945332039,8.002644127485095,0.00028525782903961525,2.6490198126838553,4.195534582569042,41.04619550953222
146,4.593397922635683,5.841208763643635,8.001152932539805,0.00019819559089903982,2.664058512378051,4.1957439573980455,40.85874389007758
147,4.575873731653439,5.818183732173306,7.990347058539828,0.00011240617337673192,2.6883611693898826,4.19586805747139,40.79196924883506
148,4.5796484992476945,5.8225776326877705,8.002402004334073,0.0006088221899585082,2.6869753836302124,4.195347750909715,41.14127834456325
149,4.575742383103893,5.837171425355934,7.99775491521433,0.000175276851313656,2.6507536817766586,4.196065828878837,41.14429319149828
150,4.591918126979543,5.83736986787739,7.971638993107039,0.0004990557061350773,2.6646322789106516,4.184534803011309,40.66184230912503
151,4.7386159499431155,5.9662574119488125,8.018405600386911,7.670520352708216e-05,2.6400211837268666,4.201240476440081,41.046694544970684
152,4.661445466006963,5.906614576000237,7.997428876197894,5.4742775509950825e-05,2.674198661305034,4.195703567262997,41.0462053156659
153,4.621676220581529,5.875236358254375,7.999785112941639,0.00015516496324690686,2.696427051131168,4.195744519551191,40.868302643225604
154,4.60009947781392,5.848003757499806,7.994417041153229,0.00023385924940880478,2.6928340297696836,4.196363050482315,40.85283588259973
155,4.578908952211672,5.839462329789943,7.988285551651392,0.00029718450065671436,2.681747855329962,4.1957929878569455,40.85270645265791
156,4.5601627455345985,5.815332391144301,7.991695169230257,0.0003008689241290209,2.696791414385091,4.195797286482793,40.8263251809212
157,4.556156460489332,5.830803061738019,7.990303647686992,0.00012486147979998767,2.664695973142795,4.196349384378125,40.90308836809665
158,4.536387367994077,5.80628387458608,7.989455139283394,9.480657606319385e-05,2.679191623358613,4.195609431921248,40.84337405460518
159,4.519646105396642,5.802642463201581,7.984059887017098,9.690186237489655e-05,2.699983457940659,4.195339917236225,40.81792110626284
160,4.518332917383193,5.799326599692187,7.9824437826274925,0.0002177575820803919,2.666300786624286,4.1954020570061195,40.946993847659506
161,4.515710618127537,5.815229318593124,7.995115503521486,4.4722743230928024e-05,2.6308501373847837,4.195685302232799,41.074938058306316
162,4.498416000540264,5.79388670712485,7.990310313805066,3.602922769349508e-05,2.673348140468748,4.195561297751176,41.02476444658572
163,4.495092195696156,5.789377960438718,7.993592977511275,7.439337298813231e-05,2.632763831012711,4.196066962029683,41.06214198725253
164,4.480587160854472,5.7884860042333335,7.986802188127895,0.0004764008953071538,2.6687371180046218,4.196640912532072,40.98366325567302
165,4.462561539360953,5.765275403920376,7.9933763530966555,0.0010574291757342,2.696396337945361,4.1956235749123225,40.98234242711097
166,4.458954972949582,5.763151577514979,7.990278646563336,6.863641207994651e-05,2.6794834862925194,4.195862008850563,41.06375085817118
167,4.547121975075507,5.854992889733772,7.967848444150905,4.494254538032519e-05,2.6787137407179737,4.18482689434833,41.047029587744966
168,4.6112125267366455,5.897380668287175,8.0040590010194,0.00040713631088372377,2.655378369801326,4.201968615940368,41.051007697556734
