discharge_number,capacity_Ah,SOH_percent,capacity_loss_percent
85,1.538236598942558,82.85736718133292,17.14263281866708
86,1.527914258251028,82.30135260370756,17.69864739629244
87,1.5285252629756445,82.33426447360578,17.665735526394215
88,1.522647325284378,82.01764839394087,17.98235160605912
89,1.5174859938489869,81.73963242800902,18.260367571990983
90,1.605818899130659,86.49769888680268,13.502301113197326
91,1.5638491446744425,84.23699116610504,15.763008833894965
92,1.5480915247767786,83.38820438085877,16.61179561914124
93,1.5323755631868592,82.54166152720488,17.45833847279512
94,1.5269528268489705,82.24956494324317,17.75043505675683
95,1.5169573017136326,81.71115433925789,18.288845660742115
96,1.5118975960142693,81.43861246029738,18.561387539702626
97,1.5065638960681105,81.1513118362076,18.848688163792406
98,1.5015453526671363,80.88098717121403,19.119012828785962
99,1.4908444050400238,80.30457886878683,19.695421131213166
100,1.485868384561201,80.03654470798278,19.963455292017215
101,1.480413677976106,79.74272604140161,20.25727395859839
102,1.4752095869031632,79.46240682056631,20.537593179433685
103,1.4859035988304024,80.03844153038008,19.96155846961991
104,1.4960918298136696,80.58723226653154,19.412767733468446
105,1.4808005946928984,79.76356737393388,20.23643262606612
106,1.4697543268466824,79.168558341158,20.831441658842
107,1.4539012274845928,78.31462853887025,21.68537146112976
108,1.4541462067235693,78.32782438583529,21.67217561416471
109,1.455023751906683,78.37509350133121,21.62490649866879
110,1.449042163761236,78.05289427291893,21.947105727081066
111,1.4386709371480566,77.49424644709048,22.50575355290952
112,1.433445432156979,77.21277376203588,22.787226237964116
113,1.4333958900838095,77.21010517012333,22.789894829876665
114,1.42806487344776,76.92294908297353,23.07705091702646
115,1.4229203181741186,76.64583676775116,23.354163232248837
116,1.417429032731308,76.35004777498811,23.64995222501188
117,1.412409228794446,76.07965521102183,23.92034478897817
118,1.412578792940193,76.08878881159706,23.91121118840294
119,1.4075983731469897,75.82051768100095,24.179482318999046
120,1.4333920485221476,77.20989824377314,22.790101756226868
121,1.4382550176792908,77.47184287655712,22.528157123442877
122,1.4173547174485526,76.34604477007024,23.65395522992977
123,1.406981663677643,75.78729852409039,24.212701475909615
124,1.4012037783587625,75.47607178190572,24.523928218094284
125,1.3967008232726328,75.23351936621818,24.766480633781825
126,1.391284788852726,74.94178378216989,25.058216217830108
127,1.3862287677978349,74.66944037718937,25.330559622810622
128,1.3804366761974138,74.35744841131499,25.642551588685
129,1.3752364150256224,74.07733548873459,25.92266451126541
130,1.3705128024895008,73.82289732324247,26.177102676757524
131,1.3705085566270399,73.8226686191633,26.177331380836712
132,1.3647355108681518,73.51170256067292,26.488297439327095
133,1.375392016895762,74.08571700903981,25.914282990960192
134,1.3861115151535393,74.6631245442362,25.336875455763803
135,1.3698500035838939,73.78719555127383,26.212804448726164
136,1.3647827949260758,73.5142495242232,26.485750475776804
137,1.3543220466259964,72.95077959801873,27.049220401981277
138,1.3546417018378962,72.96799787853683,27.032002121463172
139,1.3547039213192407,72.97134934112401,27.028650658875993
140,1.349314997503458,72.68107407422197,27.318925925778032
141,1.3441891937970554,72.40497181525036,27.59502818474963
142,1.3389913790695755,72.12499067079483,27.875009329205174
143,1.3389145230206971,72.1208508070922,27.87914919290781
144,1.3340066759761655,71.8564888195292,28.14351118047079
145,1.3286444309174914,71.56765060826295,28.432349391737038
146,1.3231708992276219,71.27281792431958,28.727182075680425
147,1.3181691588445197,71.00339835664494,28.996601643355056
148,1.3184664436640334,71.01941165230103,28.980588347698966
149,1.318293040102702,71.01007124097441,28.98992875902559
150,1.323872422244268,71.3106055768929,28.68939442310711
151,1.3601216766554785,73.26317762261326,26.736822377386737
152,1.3395306867947354,72.1540405700353,27.845959429964694
153,1.3290286565120697,71.58834698305493,28.41165301694507
154,1.3236741274998955,71.29992439790138,28.700075602098618
155,1.318633896753293,71.02843154047166,28.971568459528346
156,1.3134751321324272,70.75055383642601,29.24944616357399
157,1.3132020634442203,70.73584494666221,29.264155053337788
158,1.3077959946944353,70.4446461650727,29.555353834927296
159,1.3030329186405918,70.18808229071344,29.81191770928656
160,1.3033573559038205,70.20555815721221,29.79444184278779
161,1.3034100438655642,70.20839620292978,29.79160379707022
162,1.2978870806495706,69.9109008817086,30.089099118291397
163,1.2980735056918902,69.92094269724848,30.079057302751515
164,1.293463613844243,69.67263011532883,30.327369884671167
165,1.288003392619118,69.37851440175622,30.62148559824378
166,1.2874525221379407,69.34884167276275,30.651158327237248
167,1.3090153642307354,70.5103277055252,29.489672294474804
168,1.3250793286429356,71.37561578838873,28.624384211611257
